word,meanings,meaningsByBook,usphone,ukphone,bookIds,semanticDomainId,semanticPath,semanticConfidence,reviewRequired
"thesis","论文， 毕业论文； 论题， 论点 (n.)","{""cet6"":[""论文， 毕业论文； 论题， 论点 (n.)""],""tem4"":[""论文；论点""],""ielts"":[""论文""],""toefl"":[""论文； 论题， 论点""],""sat"":[""论文； 论题； 论点""]}","'θisɪs","'θiːsɪs","cet6 | tem4 | ielts | toefl | sat","society","社会与个体 › 社会·群体·个体 › thesis","0.2","true"
"revive","复苏 (v.)","{""cet6"":[""复苏 (v.)""],""tem4"":[""复兴；复活；苏醒；恢复精神""],""kaoyan2024"":[""vt.使复兴；使苏醒；回想起；重演，重播vi.复兴；复活；苏醒；恢复精神""],""ielts"":[""苏醒， 复活； 重新使用""],""toefl"":[""恢复； 苏醒； 重新利用""],""sat"":[""恢复； 复苏""],""gre1500"":[""v.使苏醒；再流"",""恢复意识：return to consciousness；再获新生：active again""],""gre3000"":[""再获新生""]}","rɪ'vaɪv","rɪ'vaɪv","cet6 | tem4 | kaoyan2024 | ielts | toefl | sat | gre1500 | gre3000","action","行动与选择 › 行动·选择·执行 › revive","0.67","false"
"cordial","热情友好的， 热诚的 (adj.)","{""cet6"":[""热情友好的， 热诚的 (adj.)""],""tem4"":[""热忱的，诚恳的；兴奋的"",""补品；兴奋剂；甜香酒，甘露酒""],""toefl"":[""亲切的， 热诚的""],""sat"":[""诚恳的， 亲切的， 热诚的""],""gre3000"":[""热情的，友好的；令人振奋的，令人焕然一新的""]}","'kɔrdʒəl","'kɔːdiəl","cet6 | tem4 | toefl | sat | gre3000","relation","因果与关系 › 原因·结果·连接 › cordial","0.2","true"
"timid","羞怯的， 胆小的 (adj.)","{""cet6"":[""羞怯的， 胆小的 (adj.)""],""tem4"":[""胆小的；羞怯的""],""ielts"":[""胆小的； 羞怯的""],""gre1500"":[""a.胆怯的"",""胆小的，不自信的lacking courage, self-confidence""],""gre3000"":[""胆小的，不自信的""]}","'tɪmɪd","'tɪmɪd","cet6 | tem4 | ielts | gre1500 | gre3000","state","状态与存在 › 状态·属性·存在 › timid","0.2","true"
"underlying","在下面的； 含蓄的； 潜在的 (adj.)","{""cet6"":[""在下面的； 含蓄的； 潜在的 (adj.)""],""kaoyan2024"":[""adj.潜在的；根本的；在下面的；优先的v.放在…的下面；为…的基础；优先于（underlie的ing形式）""],""ielts"":[""表面下的， 下层的， 在下面的； 根本的； 潜在的， 隐含的""],""toefl"":[""潜在的； 基础的""]}",",ʌndɚ'laɪɪŋ","ˌʌndə'laɪɪŋ","cet6 | kaoyan2024 | ielts | toefl","economy","经济与资源 › 经济·工作·资源 › underlying","0.2","true"
"ensue","接着发生， 接踵而来， 因而产生 (vi.)","{""cet6"":[""接着发生， 接踵而来， 因而产生 (vi.)""],""ielts"":[""继而发生； 接着发生""],""toefl"":[""继而发生， 接着发生""],""gre1500"":[""v.继而发生"",""紧随其后：afterward""],""gre3000"":[""紧随其后""]}","ɪn'su","ɪn'sjuː","cet6 | ielts | toefl | gre1500 | gre3000","control","控制与影响 › 控制·管理·影响 › ensue","0.2","true"
"bull","公牛； 雄兽； 买进证券投机图利者， 看涨的人 (n.)","{""cet6"":[""公牛； 雄兽； 买进证券投机图利者， 看涨的人 (n.)""]}","bul","bul","cet6","quantity","程度·范围·数量 › 数量·范围·程度 › bull","0.2","true"
"ceramic","陶器的 (adj.) | 陶瓷器 (n.)","{""cet6"":[""陶器的 (adj.)"",""陶瓷器 (n.)""],""tem4"":[""陶瓷的；陶器的；制陶艺术的"",""陶瓷；陶瓷制品""],""ielts"":[""陶器的""],""toefl"":[""陶器的， 瓷器的""]}","sə'ræmɪk","sə'ræmɪk","cet6 | tem4 | ielts | toefl","control","控制与影响 › 控制·管理·影响 › ceramic","0.2","true"
"queer","奇怪的， 异常的； 不舒服的， 眩晕的 (adj.)","{""cet6"":[""奇怪的， 异常的； 不舒服的， 眩晕的 (adj.)""],""tem4"":[""奇怪的；同性恋的；不舒服的；心智不平衡的"",""搞糟；使陷于不利地位"",""同性恋者；怪人；伪造的货币""]}","kwɪr","kwɪə","cet6 | tem4","judgment","判断与评价 › 判断·价值·评价 › queer","0.2","true"
"successor","接替的人或事物， 继任者 (n.)","{""cet6"":[""接替的人或事物， 继任者 (n.)""],""sat"":[""继承人， 继任者""]}","sək'sɛsɚ","sək'sesə","cet6 | sat","relation","因果与关系 › 原因·结果·连接 › successor","0.2","true"
"enlightenment","启发， 开导； 开明， 文明 (n.)","{""cet6"":[""启发， 开导； 开明， 文明 (n.)""],""kaoyan2024"":[""n.启迪；启蒙运动；教化""],""toefl"":[""启发， 教化， 启迪； [the E-]启蒙运动""]}","ɪn'laɪtnmənt","ɪn'laɪtnmənt","cet6 | kaoyan2024 | toefl","relation","因果与关系 › 原因·结果·连接 › enlightenment","0.2","true"
"booklet","小册子 | 小册子 (n.)","{""cet6"":[""小册子 (n.)""],""ielts"":[""小册子""],""bec2"":[""小册子""]}","'bʊklət","'buklət","cet6 | ielts | bec2","society","社会与个体 › 社会·群体·个体 › booklet","0.2","true"
"stagger","摇晃，蹒跚 (vi.) | 使吃惊；使错开，使交错 (vt.) | 蹒跚， 踉跄 (n.)","{""cet6"":[""摇晃，蹒跚 (vi.)"",""使吃惊；使错开，使交错 (vt.)"",""蹒跚， 踉跄 (n.)""],""tem4"":[""蹒跚；使交错；使犹豫"",""蹒跚；交错安排"",""交错的；错开的""]}","'stægɚ","'stægə","cet6 | tem4","action","行动与选择 › 行动·选择·执行 › stagger","0.2","true"
"irony","反话， 冷嘲， 嘲弄； 具有讽刺意味的事 (n.)","{""cet6"":[""反话， 冷嘲， 嘲弄； 具有讽刺意味的事 (n.)""],""ielts"":[""反话， 讽刺； 出人意料的事情""],""toefl"":[""反话， 讽刺， 嘲弄； 具有讽刺意味的事""],""sat"":[""具有讽刺意味的事， 出人意料的事情或情况； 反话， 讽刺， 嘲弄""]}","'aɪrəni","'aɪərəni","cet6 | ielts | toefl | sat","economy","经济与资源 › 经济·工作·资源 › irony","0.2","true"
"prevalence","流行 (n.)","{""cet6"":[""流行 (n.)""],""ielts"":[""普及， 流行， 盛行""]}","'prɛvələns","'prevələns","cet6 | ielts","action","行动与选择 › 行动·选择·执行 › prevalence","0.2","true"
"scrap","碎片；残余物；打架；少量 | 废弃；使解体；拆毁 | 废弃的；零碎的 | 碎片，碎屑；废金属；残羹剩饭；少量，点滴 (n.) | 废弃， 抛弃 (vt.)","{""cet6"":[""碎片，碎屑；废金属；残羹剩饭；少量，点滴 (n.)"",""废弃， 抛弃 (vt.)""],""tem4"":[""碎片；残余物；打架；少量"",""废弃；使解体；拆毁"",""废弃的；零碎的""],""kaoyan2024"":[""n.碎片；残余物；打架；少量vt.废弃；使解体；拆毁adj.废弃的；零碎的vi.吵架""],""ielts"":[""碎屑"",""废弃； 抛弃""],""gre1500"":[""n.小片，碎屑；v.废弃"",""废料，废物：discarded or useless；抛弃：get rid of；终止，放弃原计划：put an end to""],""gre3000"":[""抛弃""],""bec2"":[""碎片；残余物；打架；少量"",""废弃；使解体；拆毁"",""废弃的；零碎的""]}","skræp","skræp","cet6 | tem4 | kaoyan2024 | ielts | gre1500 | gre3000 | bec2","action","行动与选择 › 行动·选择·执行 › scrap","0.67","false"
"syndrome","综合病症， 综合症状； 一系列表现 (n.)","{""cet6"":[""综合病症， 综合症状； 一系列表现 (n.)""],""tem4"":[""[临床] 综合症状；并发症状；校验子；并发位""],""toefl"":[""综合征； 典型表现""],""sat"":[""综合症""]}","'sɪndrəm","'sɪndrəum","cet6 | tem4 | toefl | sat","action","行动与选择 › 行动·选择·执行 › syndrome","0.2","true"
"tow","拖， 拉， 牵引 (n&vt.)","{""cet6"":[""拖， 拉， 牵引 (n&vt.)""],""tem4"":[""拖；麻的粗纤维；拖曳所用之绳"",""拖；牵引；曳""],""toefl"":[""拖， 牵引""]}","to","təu","cet6 | tem4 | toefl","time","时间与过程 › 时间·顺序·过程 › tow","0.2","true"
"imperative","必要的；紧急的，极重要的；命令的 (adj.) | 必要的事， 必须完成的事； 【语】祈使语气 (n.)","{""cet6"":[""必要的；紧急的，极重要的；命令的 (adj.)"",""必要的事， 必须完成的事； 【语】祈使语气 (n.)""],""tem4"":[""必要的，不可避免的；紧急的；命令的，专横的；势在必行的；[语]祈使的"",""必要的事；命令；需要；规则；[语]祈使语气""],""kaoyan2024"":[""n.必要的事；命令；需要；规则；祈使语气adj.必要的，不可避免的；紧急的；命令的，专横的；势在必行的；祈使的""],""toefl"":[""迫切的，重要紧急的；必要的；命令的；""],""sat"":[""强制的；必要的；紧急的"",""必要的事， 必须完成的事； 祈使语气""],""gre1500"":[""a.急需的"",""命令：must be obeyed；命令的，强制性的：forcing one’s compliance；迫切的：needing immediate attention；必要的：impossible to do without""],""gre3000"":[""命令的，强制性的；迫切的""]}","ɪm'pɛrətɪv","ɪm'perətɪv","cet6 | tem4 | kaoyan2024 | toefl | sat | gre1500 | gre3000","action","行动与选择 › 行动·选择·执行 › imperative","0.67","false"
"meadow","草地 (n.)","{""cet6"":[""草地 (n.)""],""tem4"":[""草地；牧场""],""ielts"":[""草地""]}","'mɛdo","'medəu","cet6 | tem4 | ielts","action","行动与选择 › 行动·选择·执行 › meadow","0.67","false"
"hitherto","到目前为止， 迄今 (adv.)","{""cet6"":[""到目前为止， 迄今 (adv.)""],""tem4"":[""迄今；至今""],""kaoyan2024"":[""adv.迄今；至今""],""ielts"":[""到目前为止， 迄今""],""toefl"":[""迄今， 至今""]}",",hɪðɚ'tu","ˌhɪðə'tuː","cet6 | tem4 | kaoyan2024 | ielts | toefl","state","状态与存在 › 状态·属性·存在 › hitherto","0.2","true"
"haul","拖，拉；拖运，运送 (vt.) | 拖， 拉， 托运； 一次获得的数量 (n.)","{""cet6"":[""拖，拉；拖运，运送 (vt.)"",""拖， 拉， 托运； 一次获得的数量 (n.)""],""tem4"":[""拖，拉；用力拖拉；努力得到的结果；捕获物；一网捕获的鱼量；拖运距离"",""拖运；拖拉""],""ielts"":[""用力拖； 搬运""],""toefl"":[""拖，拖运"",""拖， 拉， 拖运； 一次获得的数量； 旅行的距离""]}","hɔl","hɔːl","cet6 | tem4 | ielts | toefl","judgment","判断与评价 › 判断·价值·评价 › haul","0.2","true"
"avail","有帮助； 有益； 有用 (v.) | 效用，利益，帮助 (n.)","{""cet6"":[""有帮助； 有益； 有用 (v.)"",""效用，利益，帮助 (n.)""],""ielts"":[""有帮助，有益，""]}","ə'vel","ə'veɪl","cet6 | ielts","economy","经济与资源 › 经济·工作·资源 › avail","0.2","true"
"linear","线的，线型的；直线的，线状的；长度的 | 线的， 直线的， 线状的； 长度的； 线性的 (adj.)","{""cet6"":[""线的， 直线的， 线状的； 长度的； 线性的 (adj.)""],""tem4"":[""线的，线型的；直线的，线状的；长度的""],""toefl"":[""线的， 直线的； 线性的； 长度的""],""sat"":[""线的， 直线的， 线状的； 线性的""],""bec2"":[""线的，线型的；直线的，线状的；长度的""]}","'lɪnɪɚ","'lɪniə","cet6 | tem4 | toefl | sat | bec2","quantity","程度·范围·数量 › 数量·范围·程度 › linear","0.2","true"
"robust","强壮的， 健康的 (adj.)","{""cet6"":[""强壮的， 健康的 (adj.)""],""kaoyan2024"":[""adj.强健的；健康的；粗野的；粗鲁的""],""ielts"":[""健壮的， 强壮的； 坚定的""],""toefl"":[""健壮的， 强壮的""],""sat"":[""强壮的， 健康的""],""gre1500"":[""a.健壮的"",""精力充沛的，强壮的，健康的：full of strength""],""gre3000"":[""精力充沛的；强壮的，健康的""]}","ro'bʌst","rəu'bʌst","cet6 | kaoyan2024 | ielts | toefl | sat | gre1500 | gre3000","quantity","程度·范围·数量 › 数量·范围·程度 › robust","0.2","true"
"reclaim","要回； 开垦； 回收 (vt.)","{""cet6"":[""要回； 开垦； 回收 (vt.)""],""ielts"":[""纠正； 要求归还， 收回； 开垦""],""sat"":[""要求归还， 收回； 开垦""],""bec2"":[""开拓；回收再利用；改造某人，使某人悔改"",""改造，感化；再生胶""]}","rɪ'klem","rɪ'kleɪm","cet6 | ielts | sat | bec2","expression","表达与观点 › 语言·观点·交流 › reclaim","0.2","true"
"denounce","谴责， 指责； 告发 (vt.)","{""cet6"":[""谴责， 指责； 告发 (vt.)""],""tem4"":[""谴责；告发；公然抨击；通告废除""],""toefl"":[""谴责， 公开指责， 抨击； 告发""],""sat"":[""谴责， 公开指责， 公然抨击； 告发某人""],""gre1500"":[""v.指责"",""公开指责：public or formal disapproval；宣称…道德上错误、可耻：morally wrong""],""gre3000"":[""公开指责""]}","dɪ'naʊns","dɪ'nauns","cet6 | tem4 | toefl | sat | gre1500 | gre3000","judgment","判断与评价 › 判断·价值·评价 › denounce","0.67","false"
"verge","濒临，接近；处在边缘 | 边缘 | 接近， 濒临 (vi.) | 边，边缘 (n.)","{""cet6"":[""接近， 濒临 (vi.)"",""边，边缘 (n.)""],""tem4"":[""濒临，接近；处在边缘"",""边缘""],""toefl"":[""接近，濒临"",""草地""],""bec2"":[""濒临，接近；处在边缘"",""边缘""]}","vɝdʒ","vɜːdʒ","cet6 | tem4 | toefl | bec2","economy","经济与资源 › 经济·工作·资源 › verge","0.2","true"
"pastry","油酥面团， 酥皮糕点 (n.)","{""cet6"":[""油酥面团， 酥皮糕点 (n.)""],""tem4"":[""油酥点心；面粉糕饼""]}","'pestri","'peɪstri","cet6 | tem4","action","行动与选择 › 行动·选择·执行 › pastry","0.67","false"
"messenger","送信人， 信使 (n.)","{""cet6"":[""送信人， 信使 (n.)""],""tem4"":[""报信者，送信者；先驱""]}","'mɛsndʒɚ","'mesɪndʒə","cet6 | tem4","economy","经济与资源 › 经济·工作·资源 › messenger","0.2","true"
"disable","丧失能力， 伤残 (vt.)","{""cet6"":[""丧失能力， 伤残 (vt.)""],""tem4"":[""使失去能力；使残废；使无资格""],""ielts"":[""使丧失能力， 使伤残； 使不能正常运转， 使无效""]}","dɪs'ebl","dɪs'eɪbl","cet6 | tem4 | ielts","control","控制与影响 › 控制·管理·影响 › disable","0.2","true"
"irrespective","不考虑的， 不顾及的 (adj.)","{""cet6"":[""不考虑的， 不顾及的 (adj.)""]}",",ɪrɪ'spɛktɪv","ˌɪrɪ'spektɪv","cet6","action","行动与选择 › 行动·选择·执行 › irrespective","0.2","true"
"entity","实体， 独立存在体， 实际存在物 (n.)","{""cet6"":[""实体， 独立存在体， 实际存在物 (n.)""],""kaoyan2024"":[""n.实体；存在；本质""],""toefl"":[""实体， 独立存在物""],""sat"":[""实体， 存在物""]}","'ɛntəti","'entəti","cet6 | kaoyan2024 | toefl | sat","economy","经济与资源 › 经济·工作·资源 › entity","0.2","true"
"reign","当政， 统治； 占主导地位 (vi.) | 君主的统治，君主的统治时期 (n.)","{""cet6"":[""当政， 统治； 占主导地位 (vi.)"",""君主的统治，君主的统治时期 (n.)""],""tem4"":[""统治；支配；盛行；君临"",""统治；统治时期；支配""],""kaoyan2024"":[""n.统治；统治时期；支配vi.统治；支配；盛行；君临""],""toefl"":[""统治，支配；""],""sat"":[""统治， 支配""],""gre1500"":[""n.统治时期；王朝；领域"",""统治权：right to command；占统治地位或盛行：be predominant""],""gre3000"":[""统治权占统治地位或盛行""]}","ren","reɪn","cet6 | tem4 | kaoyan2024 | toefl | sat | gre1500 | gre3000","control","控制与影响 › 控制·管理·影响 › reign","0.67","false"
"tempo","速度； 节奏， 行进速度 (n.)","{""cet6"":[""速度； 节奏， 行进速度 (n.)""],""toefl"":[""速度， 节奏； 行进速度""]}","'tɛmpo","'tempəu","cet6 | toefl","economy","经济与资源 › 经济·工作·资源 › tempo","0.2","true"
"descendant","后裔， 后代 (n.)","{""cet6"":[""后裔， 后代 (n.)""],""kaoyan2024"":[""n.后裔；子孙adj.下降的；祖传的""],""gre1500"":[""n.后代，后裔"",""后代：deriving directly from""]}","dɪ'sɛndənt","dɪ'sendənt","cet6 | kaoyan2024 | gre1500","control","控制与影响 › 控制·管理·影响 › descendant","0.67","false"
"bruise","青肿，挫伤；伤痕，擦痕 (n.) | 打青， 使受淤伤； 挫伤， 伤害 (vt.)","{""cet6"":[""青肿，挫伤；伤痕，擦痕 (n.)"",""打青， 使受淤伤； 挫伤， 伤害 (vt.)""],""toefl"":[""出现伤痕；挫伤"",""伤痕， 擦痕， 青肿""]}","bruz","bruːz","cet6 | toefl","relation","因果与关系 › 原因·结果·连接 › bruise","0.2","true"
"plead","恳求，请求；申诉，答辩，辩护 (vi.) | 为…辩护， 提出…为理由 (vt.)","{""cet6"":[""恳求，请求；申诉，答辩，辩护 (vi.)"",""为…辩护， 提出…为理由 (vt.)""],""tem4"":[""借口；为辩护；托称""],""kaoyan2024"":[""vt. 借口；为...辩护；托称vi. 恳求；辩护""]}","plid","pliːd","cet6 | tem4 | kaoyan2024","control","控制与影响 › 控制·管理·影响 › plead","0.67","false"
